t,vx,vy,vw,encoder1,encoder2,encoder3,encoder4,gyroX,gyroY,gyroZ,accX,accY,accZ
0.01,2.474250677,0,0,2.930346124,1.866162085,2.11526519,2.747051708,0.080412536,0.305809303,-0.254266021,0.367187731,0.042402823,9.858532413
0.01,2.477302448,0,0,-2.844752693,2.366987753,2.617898892,-3.029365339,0.000339625,0.228382351,-0.157329709,0.326176834,0.022745327,9.845451171
0.01,2.479992529,0,0,-2.335159488,2.867307984,3.118654377,-2.521908157,0.045912733,0.239407722,-0.36622131,0.31218583,0.024828079,9.825978913
0.01,2.482363784,0,0,-1.825281559,-2.915738332,-2.660579903,-2.014140438,-0.018187724,0.251721657,-0.285363558,0.264569109,0.014133224,9.852614011
0.01,2.484454003,0,0,-1.313994621,-2.414062932,-2.155905156,-1.507361796,0.16634906,0.307844112,-0.171934284,0.234844429,0.042078844,9.861885631
0.01,2.486296491,0,0,-0.802673841,-1.912323752,-1.650848915,-0.999780624,-0.081626046,0.340207219,-0.414345611,0.209682684,0.018832455,9.845021732
0.01,2.487920611,0,0,-0.294490158,-1.412161843,-1.143362748,-0.492012972,-0.049774176,0.358748091,-0.287382071,0.198305401,0.042008226,9.846343012
0.01,2.489352242,0,0,0.216476183,-0.90910161,-0.636547964,0.015079113,-0.008526529,0.311442596,-0.209460813,0.181990342,0.027719103,9.819029569
0.01,2.490614199,0,0,0.729579564,-0.404983719,-0.132410367,0.526188931,0.110368583,0.298450872,-0.238194231,0.162981949,0.01775202,9.835172165
0.01,2.49172659,0,0,1.243052643,0.099084096,0.371893437,1.035192063,0.038193621,0.257031099,-0.276817366,0.146162084,0.046409138,9.820737995
0.01,2.492707142,0,0,1.751767518,0.604350643,0.877616138,1.541621644,0.047856748,0.223894491,-0.339193711,0.128772072,0.033905299,9.821086736
0.01,2.493571481,0,0,2.264108324,1.108488169,1.382835849,2.051190843,0.149986185,0.267908502,-0.344923598,0.128815279,0.025026532,9.851316892
0.01,2.494333379,0,0,2.774236912,1.612345967,1.888360306,2.561623163,-0.003493804,0.244552339,-0.401560583,0.095183507,0.025041761,9.846688659
0.01,2.495004979,0,0,-2.99268448,2.115470509,2.392709298,3.069975492,0.026748571,0.233320015,-0.401868454,0.093409097,0.025121777,9.845254937
0.01,2.495596981,0,0,-2.479938286,2.61982096,2.901142144,-2.703482725,0.016937981,0.272006155,-0.367422637,0.092115735,0.017309137,9.833941689
0.01,2.496118821,0,0,-1.966362828,3.124018114,-2.875928283,-2.196178998,0.11693969,0.202384571,-0.301805653,0.090949656,0.032685828,9.828609921
0.01,2.496578812,0,0,-1.453827107,-2.656521503,-2.369174033,-1.683998811,0.055031592,0.299860996,-0.330062714,0.08043756,0.023185458,9.841471456
0.01,2.496984286,0,0,-0.938838409,-2.151310745,-1.863343272,-1.174271277,-0.031770619,0.352327034,-0.320647662,0.06684153,0.021732764,9.830593958
0.01,2.497341704,0,0,-0.424991957,-1.647604687,-1.356784391,-0.665315578,-0.067288033,0.317214305,-0.349861713,0.076589017,0.025331482,9.829692479
0.01,2.497656762,0,0,0.088120743,-1.143585071,-0.848741241,-0.154538787,0.167669405,0.239664624,-0.28821102,0.06958234,0.021654464,9.841664115
0.01,2.497934479,0,0,0.599003151,-0.636862803,-0.342534709,0.356628079,0.085827205,0.308474921,-0.318157714,0.044103331,0.045791069,9.8334325
0.01,2.498179281,0,0,1.114604393,-0.13435621,0.164696747,0.868023837,-0.038303357,0.300586564,-0.264384533,0.057709808,0.026633967,9.835574338
0.01,2.49839507,0,0,1.627985481,0.370120162,0.670868154,1.377797396,0.024688349,0.399824203,-0.296390303,0.067652906,0.006949325,9.837401929
0.01,2.498585284,0,0,2.143388138,0.872042797,1.178407171,1.88839259,0.052255411,0.263211962,-0.215114319,0.066395503,0.011402189,9.835450857
0.01,2.498752954,0,0,2.656271867,1.379821502,1.686812623,2.399960842,0.087723788,0.345346639,-0.20877189,0.055804257,0.017178719,9.832690251
0.01,2.498900752,0,0,-3.114179894,1.883577255,2.194974948,2.909094393,0.022600661,0.300793403,-0.258732145,0.056935582,0.039813037,9.841562745
0.01,2.499031033,0,0,-2.600751157,2.391641223,2.700574009,-2.865201225,0.003555663,0.252187718,-0.294778777,0.036662786,0.021919876,9.8152119
0.01,2.499145874,0,0,-2.086728386,2.89491453,-3.07434193,-2.352361394,0.186842427,0.376127489,-0.409748084,0.042788029,0.043559387,9.83899111
0.01,2.499247104,0,0,-1.573243856,-2.881764611,-2.567269343,-1.842075828,0.070284996,0.27455228,-0.301683797,0.056192659,0.020717133,9.837176371
0.01,2.499336336,0,0,-1.058682212,-2.376110456,-2.061353629,-1.333266321,-0.010605832,0.256047115,-0.406677509,0.034391186,0.02782816,9.835401817
0.01,2.499414992,0,0,-0.544604597,-1.871102371,-1.556053459,-0.822855035,0.02498917,0.311765619,-0.293432203,0.054639365,0.020416317,9.850152591
0.01,2.499484327,0,0,-0.029135734,-1.365802411,-1.050574188,-0.314305128,-0.019455021,0.292260834,-0.349544892,0.024941574,0.010695973,9.837462565
0.01,2.499545443,0,0,0.483304336,-0.861385064,-0.54249884,0.197393323,0.095853959,0.317142951,-0.34252819,0.043151838,0.01791745,9.843437528
0.01,2.499599317,0,0,0.997826872,-0.355691678,-0.039761185,0.708704118,0.13118401,0.291046362,-0.362337757,0.019570463,0.034451291,9.835460491
0.01,2.499646805,0,0,1.511160374,0.150903109,0.467386445,1.218962233,0.143255398,0.406775629,-0.257341923,0.045497984,0.029919269,9.836941941
0.01,2.499688665,0,0,2.024308347,0.658118319,0.976162188,1.730395355,0.036500335,0.314721632,-0.293263601,0.025332739,0.029222394,9.829564493
0.01,2.499725564,0,0,2.537198928,1.165027462,1.480914462,2.241851753,0.109112456,0.303969323,-0.282935313,0.018417159,0.031641656,9.828132172
0.01,2.49975809,0,0,3.049335783,1.669244659,1.988338022,2.753109482,-0.061354183,0.204825217,-0.325159393,0.065840879,0.030044258,9.84676159
0.01,2.499786761,0,0,-2.721957643,2.176465019,2.494902985,-3.01769423,0.04370423,0.335608237,-0.26644083,0.051028061,0.028243472,9.842019212
0.01,2.499812034,0,0,-2.208557329,2.682316496,3.004460556,-2.506244347,-0.024279589,0.320552604,-0.396132138,0.039074736,0.02906337,9.826874484
0.01,2.499834311,0,0,-1.69605223,-3.093925664,-2.768895917,-1.998120511,0.039692379,0.373555736,-0.41281212,0.051780449,0.025701292,9.836851164
0.01,2.499853948,0,0,-1.181831647,-2.590095475,-2.260943917,-1.485500443,-0.008340352,0.403732401,-0.180821982,0.03524288,0.031557226,9.841096733
0.01,2.499871258,0,0,-0.667263673,-2.084836362,-1.754434161,-0.97591387,-0.062963944,0.099676816,-0.376114625,0.052120152,0.041959826,9.8363646
0.01,2.499886516,0,0,-0.153857959,-1.577715794,-1.248186979,-0.464740377,-0.043982253,0.213744375,-0.271147785,0.047836212,0.029101038,9.835576736
0.01,2.499899966,0,0,0.35945209,-1.072381923,-0.741090939,0.046658901,-0.008353837,0.278207367,-0.341531828,0.026774723,0.024459869,9.855963037
0.01,2.499911822,0,0,0.873668516,-0.565785845,-0.234623801,0.5565268,0.021313995,0.131864076,-0.39699691,0.031670642,0.033114013,9.829607262
0.01,2.499922273,0,0,1.387106954,-0.059361991,0.272956058,1.06546252,0.12224607,0.30239038,-0.41278717,0.020315855,0.029562476,9.820473178
0.01,2.499931485,0,0,1.899352352,0.444792684,0.779042209,1.573852476,0.126588157,0.305255593,-0.369802764,0.025446585,0.02097166,9.829888357
0.01,2.499939605,0,0,2.412483269,0.948731659,1.285792468,2.085555696,-0.016320423,0.354599498,-0.224679574,0.03660555,0.050671687,9.840760489
0.01,2.499946763,0,0,2.927615946,1.452371526,1.792757496,2.597619191,-0.017648723,0.227045646,-0.212734871,0.017138266,0.022821507,9.822731838
0.01,2.499953073,0,0,-2.842295587,1.95633591,2.298480647,3.108297761,-0.052594652,0.253888997,-0.225369683,0.033788443,0.041256419,9.842001382
0.01,2.499958634,0,0,-2.329561843,2.46393852,2.804117169,-2.663604525,0.038736491,0.354859304,-0.267144418,0.025212051,0.022719724,9.847987031
0.01,2.499963537,0,0,-1.814902174,2.967870258,-2.97220322,-2.152528215,0.026630942,0.227458512,-0.450306324,0.025266844,0.044110676,9.829228934
0.01,2.499967859,0,0,-1.298781352,-2.810425047,-2.465654303,-1.642323184,0.017966015,0.256150687,-0.260580684,0.047897476,0.018164609,9.843796893
0.01,2.499971668,0,0,-0.783791903,-2.305967663,-1.959553921,-1.133475915,0.146327842,0.202027482,-0.245712522,0.044682099,0.022063115,9.818509908
0.01,2.499975026,0,0,-0.269928508,-1.800387053,-1.453194595,-0.622479403,0.109513097,0.156549841,-0.369169389,0.016923624,0.033696053,9.852571315
0.01,2.499977986,0,0,0.243415777,-1.294527213,-0.946165856,-0.112684619,0.098656283,0.117384095,-0.365900416,0.039514196,0.039457193,9.834678275
0.01,2.499980595,0,0,0.756573743,-0.79003255,-0.438521357,0.399220444,0.086618681,0.169245275,-0.254562149,0.038592421,0.02159342,9.821773534
0.01,2.129612524,0,0,1.194541849,-0.361506202,-0.006054916,0.834663205,0.112341574,0.332680711,-0.229425436,-37.40654902,0.026973442,9.841196456
0.01,1.803139929,0,0,1.566269621,0.004815635,0.360597056,1.203203309,-0.020505125,0.314653742,-0.342826881,-32.97985444,0.029873643,9.823936
0.01,1.515360382,0,0,1.878184829,0.310542873,0.66818669,1.513910375,0.031991365,0.470420182,-0.286706538,-29.06132177,0.036362102,9.840425488
0.01,1.26168804,0,0,2.14136513,0.56415983,0.922319204,1.772401453,0.039228314,0.330220468,-0.30352844,-25.6124269,0.022849593,9.850365077
0.01,1.038080569,0,0,2.35684597,0.773330855,1.135409706,1.985621506,0.047882017,0.320763903,-0.196455755,-22.56290549,0.017555603,9.83240495
0.01,0.840974724,0,0,2.532749496,0.941350174,1.307035584,2.159471899,0.083212136,0.338753407,-0.235412425,-19.88921526,0.026653451,9.817566646
0.01,0.667229571,0,0,2.675883882,1.073690918,1.443237282,2.299203224,-0.037676675,0.31515324,-0.364533661,-17.53432752,0.031786737,9.841997684
0.01,0.514076437,0,0,2.784415922,1.174203924,1.546992197,2.407046698,0.107981557,0.289616583,-0.266088818,-15.44305014,0.027824674,9.821578333
0.01,0.379074785,0,0,2.867737888,1.251852977,1.626775868,2.487721807,-0.035310928,0.171550029,-0.242147739,-13.61055618,0.017032064,9.847617217
0.01,0.260073368,0,0,2.924758487,1.304499124,1.680250464,2.542105571,-0.037893151,0.252224345,-0.40240061,-12.02344649,0.016849658,9.83716613
0.01,0.155180279,0,0,2.961399877,1.334941056,1.711206452,2.579475195,-0.029697118,0.32641677,-0.34427379,-10.55510213,0.033468347,9.819003503
0.01,0.063012364,0,0,2.978363873,1.34784874,1.724859052,2.598054914,0.152595597,0.305326072,-0.360510442,-9.288020038,0.041567929,9.831459902
0.01,-0.007502603,0,0,2.979375173,1.34479527,1.723136571,2.601708743,0.031893333,0.25758072,-0.260052135,-7.095999456,0.023491355,9.84777159
0.01,0.004418886,0,1.851851852,2.909034371,1.420507104,1.648240161,2.681304567,0.107682311,0.329707724,1.613557851,1.239892851,0.024074412,9.8368667
0.01,0.003895157,2.22E-17,3.113854872,2.787015599,1.547500135,1.523821271,2.813650645,0.010004907,0.287214149,2.995994084,-0.026943988,0.026091089,9.843336554
0.01,0.003433508,-4.44E-17,4.226286887,2.623245421,1.719999093,1.354562948,2.98814727,0.018774522,0.312970223,3.952312724,-0.008279083,0.024224509,9.826415496
0.01,0.003026574,-4.44E-17,5.206875108,2.41597578,1.931505902,1.144335231,-3.079135333,0.077716111,0.270995048,4.845453239,-0.006755115,0.021058644,9.823295496
0.01,0.002667869,0,6.071245466,2.173672038,2.175312185,0.899750559,-2.827876438,0.079737447,0.279220456,5.83206005,0.00197045,0.021165259,9.844316731
0.01,0.002351677,0,6.833171929,1.9020905,2.450781233,0.623643528,-2.545090072,-0.046830644,0.260930934,6.599003085,0.020392481,0.044454406,9.846009442
0.01,0.00207296,0,7.504795997,1.60417962,2.753081007,0.320353086,-2.236451404,-0.028244637,0.395871168,7.17320598,-0.004264018,0.031633915,9.840984176
0.01,0.001827276,-8.88E-17,8.096820175,1.278980002,3.08164992,-0.009212046,-1.903523751,0.00162846,0.203239654,7.892213826,-0.004537122,0.026885434,9.813863484
0.01,0.00161071,-8.88E-17,8.618678525,0.932740751,-2.854177097,-0.357201065,-1.551225587,0.001407981,0.224649383,8.400489346,0.017713815,0.044108433,9.838391856
0.01,0.001419811,0,9.078686996,0.569306664,-2.487064527,-0.723693216,-1.178005853,0.161278116,0.291667983,8.986493382,0.015372667,0.032550558,9.855553677
0.01,0.001251537,-8.88E-17,9.484175944,0.189167331,-2.10218917,-1.107038178,-0.790831561,0.008535595,0.300361314,9.256401928,5.48E-05,0.033541945,9.856027397
0.01,0.001103207,0,9.841606944,-0.204721998,-1.707684799,-1.509020716,-0.387314882,0.100994114,0.285149611,9.615015265,0.017444264,0.023019445,9.833990267
0.01,0.000972456,0,10.15667575,-0.614409509,-1.295974589,-1.9213751,0.026477896,0.079163178,0.268454672,10.04486644,0.021066584,0.032865622,9.850290822
0.01,0.000857202,8.88E-17,10.43440307,-1.033108509,-0.874336915,-2.344345826,0.453804776,-0.016175572,0.256563773,10.33861413,0.020912717,0.030316814,9.826782082
0.01,0.000755608,8.88E-17,10.67921456,-1.462448519,-0.441293275,-2.777466122,0.889065874,0.106603701,0.468697811,10.52682966,0.034437641,0.027628005,9.849835765
0.01,0.000666054,0,10.89501135,-1.899691674,0.000264343,3.063311774,1.334412823,0.120603813,0.360511364,10.78511159,0.009591893,0.012327714,9.838266903
0.01,0.000587115,0,11.08523223,-2.344746279,0.447437113,2.613568249,1.788725785,-0.025041891,0.279855257,10.93460118,0.029613378,0.025713787,9.850209159
0.01,0.000517531,0,11.25290841,-2.796705075,0.902216189,2.155624792,2.249506186,-0.065535003,0.253446689,11.15842444,0.037103407,0.03520872,9.843192764
0.01,0.000456194,8.88E-17,11.40071186,3.02727289,1.363697653,1.691666905,2.715457653,0.124885052,0.333875161,11.27243225,0.013163798,0.008278889,9.839959006
0.01,0.000402126,-8.88E-17,11.53099786,2.560641513,1.831122183,1.224124612,-3.093678301,-0.031644813,0.263731764,11.38946697,0.03721961,0.007764421,9.844551712
0.01,0.000354467,0,11.64584256,2.091381025,2.302336723,0.750543992,-2.6193393,-0.087261112,0.304685854,11.46126945,0.034450284,0.027683172,9.838744945
0.01,0.000312456,0,11.74707603,1.616834273,2.77837719,0.272746679,-2.140825783,0.152849059,0.418741417,11.56470043,0.025705119,0.032318563,9.828161068
0.01,0.000275424,0,11.83631146,1.139593581,-3.027541652,-0.209503305,-1.656749559,0.160138456,0.411363721,11.7308512,0.036854493,0.047934318,9.82802712
0.01,0.000242781,-8.88E-17,11.91497085,0.660330702,-2.544783084,-0.689827214,-1.169247851,0.138419617,0.334651152,11.74226884,0.029360833,0.019153987,9.840054422
0.01,0.000214007,-8.88E-17,11.98430763,0.177521416,-2.060625352,-1.175362501,-0.681937873,0.066575805,0.19122701,11.86590775,0.035861182,0.033769907,9.841449749
0.01,0.000188643,0,12.04542673,-0.306420479,-1.575020582,-1.666537656,-0.191986602,0.063069032,0.212720157,11.8720186,0.033838286,0.031544435,9.845864147
0.01,0.000166286,8.88E-17,12.09930208,-0.792898448,-1.085837321,-2.156207896,0.302908727,0.09605071,0.308830688,12.01589234,0.0289523,0.026075607,9.855572238
0.01,0.000146578,0,12.1467922,-1.282147734,-0.597951525,-2.647808069,0.801665035,0.087642624,0.392835182,11.98182903,0.023466968,0.042356033,9.834432518
0.01,0.000129206,8.88E-17,12.18865387,-1.771677035,-0.107053306,3.139940214,1.298733871,0.05200942,0.263083384,12.12592137,0.038125935,0.024406931,9.82180147
0.01,0.000113892,0,12.22555415,-2.264931432,0.387135393,2.643660892,1.798733295,0.074033425,0.347013571,12.09824566,0.029878105,0.031067662,9.811067329
0.01,0.000100394,-8.88E-17,10.40622921,-2.682718584,0.808567176,2.223567803,2.224547749,0.061656422,0.304033828,10.28439155,0.012759469,0.004960681,9.820982805
0.01,8.85E-05,-8.88E-17,8.802527975,-3.037044908,1.162975791,1.867472756,2.586147251,0.097043612,0.232327027,8.586464448,0.029492694,0.027430909,9.841044358
0.01,7.80E-05,0,7.388895029,2.948503879,1.460446525,1.569075525,2.890308834,0.024898974,0.21162681,7.189351075,0.021220768,0.032938342,9.837859646
0.01,6.88E-05,0,6.142803767,2.704260042,1.705125578,1.319528499,-3.136818816,0.009993565,0.302197864,6.048646476,0.039053773,0.030414,9.829629363
0.01,6.06E-05,0,5.044397394,2.504423085,1.907120919,1.116735426,-2.92883732,0.067940239,0.37498308,4.893867306,0.049411635,0.022149645,9.826968557
0.01,5.34E-05,-4.44E-17,4.076172518,2.343565542,2.069735932,0.950859028,-2.762506998,0.03040253,0.300638061,3.810485172,0.023404592,0.026031107,9.840891236
0.01,4.71E-05,0,3.22270022,2.218274315,2.197905567,0.821479912,-2.625190959,0.137485024,0.22436061,2.904930851,0.03734977,0.022544759,9.831638513
0.01,4.15E-05,0,2.470380194,2.120922108,2.295071266,0.719979938,-2.520000422,0.104731595,0.309023125,2.141028958,0.043720564,0.020844944,9.839074555
0.01,3.66E-05,1.11E-17,1.807224024,2.050133131,2.368580297,0.647535284,-2.441980977,0.072510114,0.248740521,1.605438057,0.021688143,0.030165447,9.843291211
0.01,3.23E-05,-1.11E-17,1.22266453,2.003056581,2.418297345,0.599619464,-2.386256012,0.000645765,0.303009709,0.918860671,0.029398626,0.017821375,9.844940018
0.01,2.84E-05,0.37037037,0.707427618,1.902450553,2.521300449,0.644254358,-2.427821572,0.078979402,0.33946742,0.475253445,0.02320512,37.42539406,9.83650014
0.01,2.50E-05,0.622778744,0.62354522,1.751856805,2.67016593,0.745580045,-2.522628935,0.067839778,0.22194598,0.304499157,0.040758001,25.54517812,9.831751821
0.01,2.21E-05,0.845264226,0.549643564,1.561256832,2.861614425,0.894324837,-2.667631326,0.024428947,0.262241804,0.236273057,0.033184047,22.50878223,9.838401099
0.01,1.95E-05,1.041381059,0.484500623,1.333795718,3.091715969,1.087248418,-2.853228637,0.074529963,0.374502143,0.181162104,0.025020456,19.84427464,9.823054418
0.01,1.72E-05,1.214254415,0.427078327,1.07561927,-2.930965487,1.315105276,-3.078152326,-0.021098287,0.312822246,0.220601806,0.043250935,17.48734556,9.832465684
0.01,1.51E-05,1.366639077,0.376461636,0.787969226,-2.639082287,1.576874288,2.946585184,0.111111415,0.284692141,0.023298242,0.039828924,15.42142839,9.835265132
0.01,1.33E-05,1.500963334,0.331843961,0.475089687,-2.32266587,1.866532925,2.658344636,0.02462389,0.405127811,0.032633063,0.034034941,13.62065561,9.833073009
0.01,1.17E-05,1.61936768,0.292514306,0.136412784,-1.986178695,2.184969271,2.347011539,0.032898606,0.30792128,-0.061969998,0.041363551,11.98847096,9.829734095
0.01,1.04E-05,1.723738918,0.257845944,-0.219280615,-1.629520478,2.523795877,2.01190854,-0.004858094,0.391141591,-0.062425381,0.026211022,10.54936587,9.841479911
0.01,9.13E-06,1.815740231,0.227286425,-0.593998058,-1.253576807,2.884461241,1.656423744,0.161845683,0.388776958,0.036528397,0.04328528,9.336211488,9.846904443
0.01,8.05E-06,1.896837685,0.200348774,-0.981119934,-0.862137579,-3.022594643,1.281037929,0.037256692,0.228194165,-0.208567295,0.019925278,8.215815368,9.833183864
0.01,7.09E-06,1.968323589,0.176603734,-1.384252395,-0.457739615,-2.631533882,0.89233435,0.13610552,0.315078089,-0.189033194,0.023764006,7.245372068,9.828438187
0.01,6.25E-06,2.03133709,0.155672922,-1.79956764,-0.04281545,-2.224296926,0.492992378,0.019770752,0.337514785,-0.212775449,0.045697019,6.382006334,9.836088545
0.01,5.51E-06,2.086882324,0.137222797,-2.225990017,0.383684064,-1.806249057,0.080682719,0.032926062,0.210947432,-0.242937293,0.029899794,5.645646975,9.845221978
0.01,4.86E-06,2.135844419,0.120959355,-2.659940453,0.819352206,-1.380223932,-0.34231978,0.106389581,0.307828901,-0.266668419,0.034491495,4.959917532,9.848795415
0.01,4.28E-06,2.179003599,0.106623431,-3.104882749,1.263416897,-0.944866123,-0.774938664,0.097627054,0.232436806,-0.172860106,0.019095543,4.389414593,9.8341199
0.01,3.78E-06,2.217047617,0.09398658,2.726142443,1.716217905,-0.499041604,-1.215650603,0.073240684,0.319956716,-0.218393695,0.020005421,3.876021519,9.840063249
0.01,3.33E-06,2.250582714,0.08284743,2.271301305,2.174027076,-0.046837992,-1.664384847,0.021195189,0.3120118,-0.079957382,0.023711577,3.410898564,9.835228749
0.01,2.93E-06,2.280143281,0.073028475,1.809905215,2.639144484,0.412088635,-2.12024582,-0.024573294,0.305201353,-0.241816221,0.029440336,3.022559525,9.81552003
0.01,2.59E-06,2.306200374,0.064373249,1.345513808,3.108313816,0.876429025,-2.583123752,0.05901181,0.320425834,-0.089374945,0.029821241,2.64707666,9.841668721
0.01,2.28E-06,2.329169218,0.056743827,0.872733081,-2.702255762,1.344966672,-3.048868729,0.065336257,0.213251146,-0.270224739,0.049163743,2.353820596,9.835856344
0.01,2.01E-06,2.349415829,0.050018632,0.397495334,-2.225403625,1.817437923,2.764768446,-0.056133048,0.194414279,-0.240063286,0.036026643,2.069362244,9.837042965
0.01,1.77E-06,2.367262842,0.044090498,-0.082187484,-1.745332677,2.297087283,2.290661953,0.031273255,0.360971372,-0.366007277,0.005131234,1.82921827,9.832190775
0.01,1.56E-06,2.382994654,0.038864958,-0.563582971,-1.260072849,2.778087518,1.814061062,-0.001972987,0.350047625,-0.219365161,0.042903825,1.619149001,9.830150245
0.01,1.38E-06,2.396861954,0.03425874,-1.049055819,-0.77603674,-3.022015139,1.336128931,0.078452664,0.319413107,-0.195551749,0.032563831,1.452295668,9.842556671
0.01,1.21E-06,2.409085722,0.030198445,-1.537102598,-0.285018507,-2.53463602,0.85224455,0.08736045,0.247816259,-0.305053759,0.036271108,1.27358682,9.826925666
0.01,1.07E-06,2.419860748,0.02661937,-2.026529402,0.206081805,-2.046338753,0.367286441,-0.036528325,0.183595738,-0.210516703,0.029813274,1.107839003,9.824865979
0.01,9.42E-07,2.429358733,0.023464482,-2.517413848,0.698130973,-1.552785092,-0.121701715,0.007159205,0.233213752,-0.253384959,0.023833718,0.989851394,9.818760419
0.01,8.31E-07,2.437731032,0.020683506,-3.010146846,1.194352316,-1.057757084,-0.611985235,-0.058049632,0.312199469,-0.425185273,0.029377559,0.870111231,9.870066958
0.01,7.32E-07,2.445111057,0.018232128,2.779489699,1.691831373,-0.563017807,-1.101122441,0.006577229,0.254123576,-0.37487749,0.032590879,0.769122515,9.834484651
0.01,6.46E-07,2.451616414,0.016071283,2.286824163,2.187316188,-0.065888427,-1.594438773,-0.080371413,0.325662433,-0.157152364,0.044423116,0.682252617,9.836090888
0.01,5.69E-07,2.457350765,0.014166538,1.789742878,2.683793933,0.430476243,-2.08758615,-0.009222225,0.313687327,-0.308872707,0.033894493,0.614151875,9.84251595
0.01,5.02E-07,2.462405489,0.012487541,1.291390467,-3.101494054,0.934850129,-2.578765284,0.043931524,0.161468175,-0.354803686,0.034653433,0.55583359,9.836547381
0.01,4.42E-07,2.466861135,0.011007536,0.792622036,-2.602426219,1.434884937,-3.074958903,0.004764136,0.271245473,-0.376525355,0.027367843,0.476264453,9.823187098
0.01,3.90E-07,2.470788704,0.009702939,0.293741939,-2.103935089,1.937479159,2.711653352,-0.073890182,0.271558729,-0.354055735,0.031361231,0.428859858,9.842570898
0.01,3.44E-07,2.474250783,0.008552961,-0.205536853,-1.604371549,2.439312522,2.213300935,0.073405157,0.323753934,-0.311633312,0.027579643,0.371644111,9.847827129
0.01,3.03E-07,2.477302542,0.007539277,-0.705730841,-1.10269477,2.942674432,1.715682975,0.077769798,0.294947921,-0.265439998,0.044674348,0.348846587,9.820354234
0.01,2.67E-07,2.479992611,0.006645733,-1.204334966,-0.60258356,-2.839923948,1.219011237,-0.000385283,0.186473841,-0.291134136,0.02327351,0.292704843,9.839047424
0.01,2.35E-07,2.111993487,0.005858091,-1.630669808,-0.174904888,-2.412379056,0.794354144,-0.028885251,0.493906824,-0.317131447,0.031158781,-37.1370147,9.846080256
